turn number,turn,node number,decition time,move,
  43,black,     439864,   0.113479, Black bishop from G7 to H6,
  44,white,     821670,   0.210522, White pawn from C2 to C4,
  45,black,     461951,   0.122886, Black rook from H8 to F8,
  46,white,    2600860,   0.660843, White queen from H1 to G2,
  47,black,     658548,   0.168953, Black king from D8 to E8,
  48,white,    1816445,   0.445571, White queen from G2 to H3,
  49,black,     214867,   0.056639, Black queen from B6 to A6,
  50,white,     449360,   0.115511, White knight from B1 to C3,
  51,black,     569240,   0.145702, Black knight from D7 to B6,
  52,white,    1429825,   0.379674, White rook from G1 to F1,
  53,black,     758127,   0.208198, Black knight from E7 to C6,
  54,white,     922476,   0.250976, White bishop from C1 to A3,
  55,black,    7518061,   1.991664, Black knight from B6 to D7,
  56,white,    2356525,   0.628769, White king from D1 to E1,
  57,black,    8197127,   2.142042, Black knight from C6 to A7,
  58,white,    2574226,   0.681907, White knight from C3 to D1,
  59,black,    7035174,   1.760092, Black rook from F8 to H8,
  60,white,    1385917,   0.364583, White queen from H3 to F3,
  61,black,    4438596,   1.112874, Black rook from H8 to F8,
  62,white,   10824117,   2.746418, White rook from F1 to G1,
  63,black,   19767089,   4.867538, Black rook from F8 to H8,
  64,white,    4562980,   1.136295, White queen from F3 to D5,
  65,black,    9496780,   2.419026, Black queen from A6 to B6,
  66,white,    9776222,   2.439649, White queen from D5 to F3,
  67,black,   11758711,   2.860309, Black knight from D7 to F8,
  68,white,  226309719,  55.566701, White rook from G1 to G2,
  69,black,  114419596,  27.564409, Black king from E8 to E7,
  70,white,     236857,   0.063350, White queen from F3 to H3,
  71,black,     639657,   0.172813, Black knight from F8 to D7,
  72,white,     196725,   0.050615, White knight from D1 to C3,
  73,black,     135110,   0.035189, Black rook from H8 to E8,
  74,white,     111700,   0.028586, White knight from C3 to D5,
  75,black,      60343,   0.017386, Black king from E7 to D6,
  76,white,    1859927,   0.511496, White knight from D5 to B6,
  77,black,    1804678,   0.488040, Black knight from D7 to B6,
  78,white,     358420,   0.095911, White rook from A1 to B1,
  79,black,     929323,   0.250436, Black rook from E8 to D8,
  80,white,     712039,   0.186854, White rook from B1 to A1,
  81,black,     693349,   0.190526, Black bishop from C8 to D7,
  82,white,    2111159,   0.574558, White queen from H3 to G3,
  83,black,    3848024,   1.043695, Black bishop from D7 to C6,
  84,white,    1058589,   0.285155, White pawn from F2 to F3,
  85,black,     748431,   0.206020, Black rook from D8 to C8,
  86,white,     649062,   0.174739, White pawn from D2 to D4,
  87,black,     518638,   0.144970, Black knight from B6 to D7,
  88,white,     929046,   0.249321, White rook from A1 to D1,
  89,black,    1635562,   0.437073, Black rook from C8 to G8,
  90,white,     827339,   0.228703, White pawn from D4 to E5,
  91,black,      67512,   0.018226, Black king from D6 to E6,
  92,white,   38014744,   9.220303, White rook from D1 to D6,
  93,black,     337912,   0.092230, Black king from E6 to E7,
  94,white,   17209949,   4.509661, White pawn from E5 to E6,
  95,black,    7256105,   1.903496, Black knight from D7 to E5,
  96,white,    9797550,   2.478827, White bishop from A3 to C5,
  97,black,    2669773,   0.699005, Black pawn from B7 to B6,
  98,white,    7883791,   2.022306, White rook from D6 to C6,
  99,black,      58918,   0.015335, Black pawn from B6 to C5,
 100,white,     202825,   0.053133, White rook from C6 to C7,
 101,black,      69151,   0.019527, Black king from E7 to E6,
 102,white,     283281,   0.078369, White rook from C7 to A7,
 103,black,     298256,   0.084981, Black rook from G8 to F8,
 104,white,     163194,   0.045880, White rook from G2 to F2,
 105,black,     571628,   0.158561, Black rook from B8 to C8,
 106,white,     158286,   0.042871, White pawn from E3 to E4,
 107,black,     325083,   0.089417, Black rook from F8 to G8,
 108,white,     124914,   0.033324, White queen from G3 to G2,
 109,black,     149298,   0.041755, Black bishop from H6 to G7,
 110,white,      92754,   0.024064, White rook from A7 to A5,
 111,black,     148540,   0.039182, Black pawn from H7 to H6,
 112,white,     123545,   0.030964, White pawn from A2 to A4,
 113,black,     115239,   0.030735, Black rook from G8 to D8,
 114,white,     110386,   0.028317, White queen from G2 to H1,
 115,black,     128911,   0.033607, Black king from E6 to D7,
 116,white,     220990,   0.052444, White pawn from F3 to F4,
 117,black,     363488,   0.089507, Black pawn from G5 to F4,
 118,white,     210801,   0.052238, White rook from F2 to F1,
 119,black,      66567,   0.016612, Black rook from D8 to F8,
 120,white,     359225,   0.086817, White rook from A5 to A7,
 121,black,      33662,   0.008069, Black rook from C8 to C7,
 122,white,     376230,   0.089419, White rook from A7 to C7,
 123,black,       7048,   0.001802, Black king from D7 to C7,
 124,white,      33098,   0.007740, White rook from F1 to F4,
 125,black,      65015,   0.015173, Black rook from F8 to F7,
 126,white,      55622,   0.012561, White knight from H2 to F1,
 127,black,      37348,   0.008631, Black king from C7 to B7,
 128,white,      65121,   0.013961, White queen from H1 to H4,
 129,black,      46167,   0.010828, Black bishop from G7 to H8,
 130,white,     107971,   0.024065, White rook from F4 to F5,
 131,black,      55539,   0.013236, Black king from B7 to B6,
 132,white,      74982,   0.017209, White knight from F1 to G3,
 133,black,      47822,   0.011845, Black king from B6 to A6,
 134,white,      55717,   0.012774, White rook from F5 to F4,
 135,black,      37255,   0.009157, Black bishop from H8 to G7,
 136,white,      57834,   0.013271, White king from E1 to D2,
 137,black,      36121,   0.009113, Black king from A6 to A7,
 138,white,     110749,   0.025416, White knight from G3 to F5,
 139,black,      52622,   0.012931, Black bishop from G7 to F8,
 140,white,     135806,   0.032026, White knight from F5 to G3,
 141,black,      51367,   0.012322, Black bishop from F8 to G7,
 142,white,     110749,   0.025428, White bishop from E2 to D3,
 143,black,      46834,   0.011447, Black rook from F7 to D7,
 144,white,      14287,   0.003740, White rook from F4 to F6,
 145,black,      50652,   0.013144, Black rook from D7 to D3,
 146,white,       8856,   0.002111, White king from D2 to C1,
 147,black,      75230,   0.017613, Black rook from D3 to C3,
 148,white,       4409,   0.001169, White king from C1 to D1,
 149,black,      57233,   0.013298, Black rook from C3 to G3,
 150,white,      14301,   0.003404, White rook from F6 to A6,
 151,black,      14751,   0.003411, Black king from A7 to A6,
 152,white,       2322,   0.000685, White queen from H4 to G3,
 153,black,       9915,   0.002288, Black knight from E5 to D7,
 154,white,       9330,   0.001855, White queen from G3 to C7,
 155,black,       6609,   0.001636, Black knight from D7 to E5,
 156,white,       6912,   0.001616, White queen from C7 to G7,
 157,black,       3486,   0.000898, Black knight from E5 to C6,
 158,white,       4273,   0.000915, White king from D1 to D2,
 159,black,       3878,   0.001039, Black knight from C6 to A7,
 160,white,       2310,   0.000543, White queen from G7 to C7,
 161,black,        730,   0.000254, Black knight from A7 to C6,
 162,white,       2246,   0.000547, White queen from C7 to C6,
 163,black,        117,   0.000051, Black king from A6 to A7,
 164,white,       1294,   0.000263, White queen from C6 to C7,
 165,black,        225,   0.000077, Black king from A7 to A8,
 166,white,        526,   0.000116, White pawn from A4 to A5,
 167,black,          0,   0.000000,Stalemate,
